AATC_YEAST,0.51,0.4,0.56,0.17,0.5,0.5,0.49,0.22,0,CYT
ABP1_YEAST,0.4,0.39,0.6,0.15,0.5,0,0.58,0.3,0,CYT
ACH1_YEAST,0.4,0.42,0.57,0.35,0.5,0,0.53,0.25,0,CYT
ACT_YEAST,0.46,0.44,0.52,0.11,0.5,0,0.5,0.22,0,CYT
ACT2_YEAST,0.47,0.39,0.5,0.11,0.5,0,0.49,0.4,0,CYT
C1TC_YEAST,0.45,0.4,0.5,0.16,0.5,0,0.5,0.22,0,CYT
PUR4_YEAST,0.43,0.44,0.48,0.22,0.5,0,0.51,0.22,0,CYT
PUR3_YEAST,0.73,0.63,0.42,0.3,0.5,0,0.49,0.22,0,CYT
ADH1_YEAST,0.43,0.53,0.52,0.13,0.5,0,0.55,0.22,0,CYT
ADH2_YEAST,0.46,0.53,0.52,0.15,0.5,0,0.58,0.22,0,CYT
ADH4_YEAST,0.59,0.45,0.53,0.19,0.5,0,0.59,0.27,0,CYT
KAD1_YEAST,0.57,0.47,0.6,0.18,0.5,0,0.51,0.22,0,CYT
AFR1_YEAST,0.38,0.61,0.61,0.12,0.5,0,0.53,0.47,0,CYT
SYAC_YEAST,0.4,0.45,0.57,0.18,0.5,0,0.56,0.26,0,CYT
ADB2_YEAST,0.48,0.39,0.51,0.21,0.5,0,0.52,0.28,0,CYT
ARD1_YEAST,0.56,0.48,0.58,0.27,0.5,0,0.51,0.22,0,CYT
ARF1_YEAST,0.64,0.59,0.56,0.23,0.5,0,0.46,0.22,0,CYT
ARF2_YEAST,0.64,0.56,0.56,0.22,0.5,0,0.45,0.22,0,CYT
ASSY_YEAST,0.66,0.62,0.49,0.1,0.5,0,0.49,0.22,0,CYT
OTC_YEAST,0.53,0.44,0.51,0.33,0.5,0,0.55,0.22,0,CYT
ARLY_YEAST,0.38,0.49,0.53,0.19,0.5,0,0.5,0.22,0,CYT
ARO1_YEAST,0.54,0.48,0.44,0.08,0.5,0,0.52,0.27,0,CYT
AROC_YEAST,0.6,0.47,0.45,0.22,0.5,0,0.51,0.29,0,CYT
AROF_YEAST,0.34,0.46,0.57,0.09,0.5,0,0.55,0.22,0,CYT
AROG_YEAST,0.48,0.54,0.55,0.12,0.5,0,0.51,0.22,0,CYT
CHMU_YEAST,0.47,0.39,0.59,0.15,0.5,0,0.57,0.22,0,CYT
AST1_YEAST,0.48,0.42,0.52,0.24,0.5,0,0.56,0.22,0,CYT
ATE1_YEAST,0.58,0.51,0.49,0.27,0.5,0,0.57,0.29,0,CYT
BCK1_YEAST,0.42,0.47,0.52,0.41,0.5,0,0.53,0.32,0,CYT
BCK2_YEAST,0.36,0.46,0.62,0.46,0.5,0,0.51,0.33,0,CYT
KAPR_YEAST,0.4,0.45,0.56,0.2,0.5,0,0.45,0.22,0,CYT
BEM1_YEAST,0.49,0.61,0.49,0.25,0.5,0,0.5,0.28,0,CYT
BIK1_YEAST,0.64,0.57,0.57,0.27,0.5,0,0.37,0.22,0,CYT
BUD5_YEAST,0.47,0.52,0.5,0.4,0.5,0,0.41,0.22,0,CYT
CAP2_YEAST,0.47,0.39,0.55,0.24,0.5,0,0.47,0.22,0,CYT
CAPA_YEAST,0.42,0.35,0.54,0.18,0.5,0,0.56,0.22,0,CYT
CAPB_YEAST,0.3,0.56,0.55,0.18,0.5,0,0.5,0.22,0,CYT
ARGI_YEAST,0.65,0.65,0.52,0.16,0.5,0,0.6,0.22,0,CYT
OAT_YEAST,0.27,0.6,0.48,0.23,0.5,0,0.55,0.22,0,CYT
CTPT_YEAST,0.41,0.4,0.59,0.47,0.5,0,0.48,0.43,0,CYT
CC10_YEAST,0.5,0.64,0.57,0.15,0.5,0,0.47,0.22,0,CYT
CC11_YEAST,0.4,0.62,0.52,0.31,0.5,0,0.49,0.31,0,CYT
CC12_YEAST,0.6,0.5,0.57,0.25,0.5,0,0.41,0.26,0,CYT
CC24_YEAST,0.34,0.54,0.5,0.21,0.5,0,0.54,0.31,0,CYT
CDC3_YEAST,0.29,0.32,0.58,0.15,0.5,0,0.5,0.3,0,CYT
IF4E_YEAST,0.39,0.47,0.56,0.16,0.5,0,0.47,0.22,0,CYT
CC4_YEAST,0.43,0.57,0.53,0.16,0.5,0,0.54,0.22,0,CYT
CC42_YEAST,0.59,0.48,0.5,0.14,0.5,0,0.45,0.25,0,CYT
CAL1_YEAST,0.39,0.55,0.48,0.31,0.5,0,0.54,0.29,0,CYT
CC48_YEAST,0.44,0.39,0.53,0.14,0.5,0,0.54,0.44,0,CYT
SYLC_YEAST,0.45,0.43,0.51,0.24,0.5,0,0.54,0.33,0,CYT
KTHY_YEAST,0.42,0.43,0.56,0.1,0.5,0,0.49,0.22,0,CYT
RLUB_YEAST,0.4,0.42,0.71,0.21,0.5,0,0.54,0.32,0,CYT
RLUB_YEAST,0.4,0.42,0.71,0.21,0.5,0,0.54,0.32,0,CYT
CLH_YEAST,0.54,0.49,0.49,0.2,0.5,0,0.52,0.22,0,CYT
CIN1_YEAST,0.48,0.61,0.44,0.2,0.5,0,0.47,0.22,0,CYT
CIN4_YEAST,0.66,0.45,0.5,0.23,0.5,0,0.49,0.22,0,CYT
CIN8_YEAST,0.21,0.41,0.55,0.11,0.5,0,0.5,0.27,0,CYT
KICH_YEAST,0.39,0.4,0.53,0.67,0.5,0,0.47,0.22,0,CYT
CLC1_YEAST,0.24,0.34,0.69,0.18,0.5,0,0.52,0.22,0,CYT
CG11_YEAST,0.49,0.43,0.51,0.13,0.5,0,0.47,0.22,0,CYT
CG12_YEAST,0.54,0.38,0.52,0.18,0.5,0,0.48,0.22,0,CYT
CG13_YEAST,0.43,0.57,0.53,0.53,0.5,0,0.53,0.25,0,CYT
CALM_YEAST,0.48,0.64,0.61,0.23,0.5,0,0.6,0.22,0,CYT
KCC1_YEAST,0.31,0.55,0.52,0.17,0.5,0,0.52,0.22,0,CYT
KCC2_YEAST,0.32,0.57,0.5,0.15,0.5,0,0.53,0.22,0,CYT
P2B1_YEAST,0.32,0.42,0.52,0.24,0.5,0,0.6,0.22,0,CYT
P2B2_YEAST,0.59,0.5,0.52,0.28,0.5,0,0.55,0.25,0,CYT
CALB_YEAST,0.37,0.42,0.51,0.11,0.5,0,0.57,0.22,0,CYT
COFI_YEAST,0.44,0.42,0.6,0.21,0.5,0,0.57,0.22,0,CYT
CARA_YEAST,0.53,0.51,0.46,0.28,0.5,0,0.48,0.22,0,CYT
CARB_YEAST,0.35,0.66,0.49,0.21,0.5,0,0.54,0.25,0,CYT
CYPH_YEAST,0.52,0.4,0.6,0.12,0.5,0,0.55,0.22,0,CYT
R141_YEAST,0.57,0.41,0.59,0.24,0.5,0,0.4,0.22,0,CYT
R142_YEAST,0.56,0.41,0.58,0.21,0.5,0,0.42,0.22,0,CYT
CATT_YEAST,0.41,0.51,0.58,0.15,0.5,0,0.45,0.27,0,CYT
MTC_YEAST,0.38,0.51,0.75,0.17,0.5,0,0.55,0.22,0,CYT
MTC_YEAST,0.38,0.51,0.75,0.17,0.5,0,0.55,0.22,0,CYT
RL2A_YEAST,0.45,0.27,0.57,0.36,0.5,0,0.52,0.18,0,CYT
CYAA_YEAST,0.2,0.26,0.52,0.14,0.5,0,0.53,0.44,0,CYT
CYS3_YEAST,0.51,0.53,0.55,0.14,0.5,0,0.51,0.22,0,CYT
DEP1_YEAST,0.38,0.48,0.59,0.22,0.5,0,0.46,0.22,0,CYT
DYR_YEAST,0.8,0.46,0.5,0.15,0.5,0,0.53,0.22,0,CYT
SYDC_YEAST,0.46,0.35,0.53,0.16,0.5,0,0.51,0.29,0,CYT
DSS4_YEAST,0.56,0.52,0.55,0.19,0.5,0,0.54,0.22,0,CYT
EF1B_YEAST,0.39,0.45,0.53,0.18,0.5,0,0.54,0.22,0,CYT
EF2_YEAST,0.52,0.54,0.5,0.21,0.5,0,0.48,0.3,0,CYT
END3_YEAST,0.55,0.46,0.53,0.11,0.5,0,0.52,0.48,0,CYT
ENO1_YEAST,0.45,0.56,0.54,0.32,0.5,0,0.57,0.22,0,CYT
ENO2_YEAST,0.45,0.56,0.53,0.32,0.5,0,0.57,0.22,0,CYT
THIL_YEAST,0.54,0.65,0.49,0.34,0.5,0,0.52,0.22,0,CYT
KIME_YEAST,0.59,0.58,0.46,0.19,0.5,0,0.56,0.27,0,CYT
FPPS_YEAST,0.55,0.56,0.45,0.14,0.5,0,0.54,0.22,0,CYT
ERG6_YEAST,0.32,0.47,0.55,0.12,0.5,0,0.52,0.22,0,CYT
ERG8_YEAST,0.62,0.58,0.46,0.13,0.5,0,0.53,0.22,0,CYT
LCF2_YEAST,0.35,0.46,0.49,0.15,1,0,0.55,0.35,0,CYT
FAD1_YEAST,0.43,0.51,0.48,0.14,0.5,0,0.5,0.22,0,CYT
FAS1_YEAST,0.57,0.61,0.45,0.26,0.5,0,0.5,0.22,0,CYT
FAS2_YEAST,0.63,0.62,0.42,0.12,0.5,0,0.52,0.25,0,CYT
COAC_YEAST,0.25,0.4,0.51,0.18,0.5,0,0.5,0.27,0,CYT
ALF_YEAST,0.56,0.62,0.53,0.24,0.5,0,0.57,0.22,0,CYT
F16P_YEAST,0.58,0.6,0.51,0.24,0.5,0,0.53,0.22,0,CYT
F26_YEAST,0.71,0.59,0.53,0.15,0.5,0,0.49,0.33,0,CYT
FKBP_YEAST,0.35,0.36,0.57,0.17,0.5,0,0.52,0.22,0,CYT
SYFA_YEAST,0.45,0.4,0.56,0.14,0.5,0,0.54,0.22,0,CYT
SYFB_YEAST,0.47,0.47,0.58,0.16,0.5,0,0.49,0.28,0,CYT
FUMH_YEAST,0.41,0.39,0.51,0.52,0.5,0,0.49,0.22,0,CYT
FUR1_YEAST,0.69,0.6,0.5,0.31,0.5,0,0.55,0.22,0,CYT
FUS3_YEAST,0.51,0.58,0.54,0.29,0.5,0,0.53,0.22,0,CYT
GAC1_YEAST,0.55,0.66,0.57,0.32,0.5,0,0.57,0.34,0,CYT
GAL1_YEAST,0.48,0.35,0.42,0.21,0.5,0,0.57,0.22,0,CYT
GALX_YEAST,0.62,0.58,0.52,0.15,0.5,0,0.52,0.29,0,CYT
GAL7_YEAST,0.5,0.5,0.48,0.17,0.5,0,0.47,0.26,0,CYT
E2BG_YEAST,0.45,0.42,0.52,0.2,0.5,0,0.5,0.25,0,CYT
IF2G_YEAST,0.51,0.35,0.46,0.15,0.5,0,0.51,0.42,0,CYT
E2BD_YEAST,0.42,0.39,0.47,0.13,0.5,0,0.5,0.27,0,CYT
E2BE_YEAST,0.32,0.38,0.52,0.2,0.5,0,0.52,0.28,0,CYT
E2BB_YEAST,0.59,0.65,0.52,0.3,0.5,0,0.46,0.31,0,CYT
GCN1_YEAST,0.41,0.52,0.41,0.11,0.5,0,0.54,0.35,0,CYT
GCN2_YEAST,0.37,0.33,0.5,0.12,0.5,0,0.51,0.54,0,CYT
E2BA_YEAST,0.45,0.56,0.49,0.17,0.5,0,0.52,0.22,0,CYT
GCY_YEAST,0.6,0.4,0.59,0.18,0.5,0,0.48,0.22,0,CYT
DHE4_YEAST,0.38,0.47,0.53,0.12,0.5,0,0.48,0.22,0,CYT
DHE2_YEAST,0.59,0.43,0.52,0.19,0.5,0,0.55,0.27,0,CYT
GDI1_YEAST,0.64,0.53,0.45,0.13,0.5,0,0.53,0.22,0,CYT
GFA1_YEAST,0.52,0.51,0.51,0.12,0.5,0,0.51,0.4,0,CYT
GLGB_YEAST,0.49,0.43,0.48,0.15,0.5,0,0.55,0.25,0,CYT
PP12_YEAST,0.49,0.47,0.52,0.16,0.5,0,0.53,0.28,0,CYT
HXKG_YEAST,0.48,0.39,0.49,0.18,0.5,0,0.51,0.22,0,CYT
GLNA_YEAST,0.44,0.34,0.55,0.18,0.5,0,0.52,0.22,0,CYT
SYQ_YEAST,0.49,0.42,0.54,0.17,0.5,0,0.5,0.36,0,CYT
6PGD_YEAST,0.74,0.53,0.5,0.08,0.5,0,0.55,0.31,0,CYT
GBA1_YEAST,0.3,0.5,0.47,0.11,0.5,0,0.46,0.22,0,CYT
GPDA_YEAST,0.44,0.51,0.48,0.38,0.5,0,0.52,0.22,0,CYT
PHSG_YEAST,0.31,0.45,0.5,0.17,0.5,0,0.49,0.22,0,CYT
PMGY_YEAST,0.55,0.41,0.56,0.21,0.5,0,0.52,0.22,0,CYT
SYG_YEAST,0.4,0.48,0.5,0.17,0.5,0,0.54,0.5,0,CYT
UGS1_YEAST,0.58,0.45,0.48,0.24,0.5,0,0.52,0.37,0,CYT
UGS2_YEAST,0.58,0.41,0.51,0.26,0.5,0,0.51,0.37,0,CYT
HAL1_YEAST,0.38,0.49,0.61,0.13,0.5,0,0.54,0.22,0,CYT
HBS1_YEAST,0.21,0.38,0.49,0.16,0.5,0,0.51,0.45,0,CYT
DCUP_YEAST,0.48,0.34,0.47,0.14,0.5,0,0.47,0.26,0,CYT
HEM6_YEAST,0.35,0.4,0.53,0.18,0.5,0,0.42,0.38,0,CYT
HEM2_YEAST,0.53,0.43,0.47,0.15,0.5,0,0.58,0.22,0,CYT
HEM3_YEAST,0.46,0.45,0.56,0.16,0.5,0,0.56,0.22,0,CYT
HIS7_YEAST,0.56,0.44,0.56,0.19,0.5,0,0.54,0.22,0,CYT
HS83_YEAST,0.61,0.54,0.49,0.16,0.5,0,0.54,0.42,0,CYT
H104_YEAST,0.66,0.62,0.52,0.17,0.5,0,0.49,0.22,0,CYT
HS26_YEAST,0.44,0.41,0.58,0.2,0.5,0,0.57,0.25,0,CYT
HS82_YEAST,0.61,0.54,0.49,0.19,0.5,0,0.54,0.47,0,CYT
HXKA_YEAST,0.41,0.3,0.49,0.28,0.5,0,0.54,0.22,0,CYT
HXKB_YEAST,0.41,0.43,0.5,0.28,0.5,0,0.5,0.22,0,CYT
IPPI_YEAST,0.51,0.43,0.63,0.18,0.5,0,0.52,0.22,0,CYT
SYI_YEAST,0.5,0.46,0.52,0.16,0.5,0,0.52,0.26,0,CYT
INO1_YEAST,0.51,0.34,0.43,0.18,0.5,0,0.48,0.25,0,CYT
IPYR_YEAST,0.43,0.51,0.6,0.25,0.5,0,0.55,0.22,0,CYT
JNM1_YEAST,0.42,0.25,0.6,0.14,0.5,0,0.45,0.22,0,CYT
KIP1_YEAST,0.43,0.52,0.53,0.52,1,0,0.49,0.22,0,CYT
KIP2_YEAST,0.38,0.49,0.54,1,0.5,0,0.5,0.27,0,CYT
KR11_YEAST,0.27,0.56,0.56,0.18,0.5,0,0.52,0.22,0,CYT
SYKC_YEAST,0.43,0.45,0.54,0.14,0.5,0,0.5,0.31,0,CYT
BLH1_YEAST,0.52,0.48,0.58,0.55,0.5,0,0.48,0.22,0,CYT
LEU2_YEAST,0.51,0.43,0.47,0.19,0.5,0,0.52,0.37,0,CYT
LEU3_YEAST,0.54,0.54,0.49,0.14,0.5,0,0.56,0.22,0,CYT
LYS1_YEAST,0.5,0.45,0.48,0.17,0.5,0,0.5,0.26,0,CYT
LYS2_YEAST,0.46,0.47,0.46,0.16,0.5,0,0.51,0.22,0,CYT
MAK3_YEAST,0.5,0.34,0.62,0.19,0.5,0,0.57,0.22,0,CYT
MA3S_YEAST,0.39,0.37,0.56,0.15,0.5,0,0.5,0.27,0,CYT
AMPM_YEAST,0.48,0.51,0.57,0.24,0.5,0,0.5,0.22,0,CYT
MDHC_YEAST,0.62,0.6,0.47,0.16,0.5,0,0.53,0.22,0,CYT
MDM1_YEAST,0.49,0.44,0.45,0.22,0.5,0,0.51,0.22,0,CYT
